timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1682843434121,395,login-33,200,OK,Thread Group 1-6,text,true,,996,711,12,12,https://www.googleapis.com/oauth2/v4/token,395,0,194
1682843434315,236,login-34,200,OK,Thread Group 1-2,text,true,,38203,520,12,12,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,236,0,0
1682843434192,363,login-31,200,OK,Thread Group 1-9,text,true,,4364,615,12,12,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,363,0,201
1682843434235,320,login-30,200,OK,Thread Group 1-11,text,true,,1811,492,12,12,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,320,0,158
1682843434316,251,login-34,200,OK,Thread Group 1-4,text,true,,38205,520,12,12,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,250,0,0
1682843434315,259,login-34,200,OK,Thread Group 1-1,text,true,,38206,520,12,12,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,258,0,0
1682843434316,267,login-32,200,OK,Thread Group 1-7,text,true,,34497,355,12,12,https://www.google.com/async/ddljson?async=ntp%3A2,266,0,0
1682843434316,267,login-34,200,OK,Thread Group 1-5,text,true,,38202,520,12,12,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,267,0,0
1682843434314,272,login-32,200,OK,Thread Group 1-8,text,true,,34497,355,12,12,https://www.google.com/async/ddljson?async=ntp%3A2,272,0,0
1682843434552,198,login-35,200,OK,Thread Group 1-2,text,true,,1203,353,13,13,https://www.google.com/async/newtab_promos,198,0,0
1682843434317,434,login-31,200,OK,Thread Group 1-10,text,true,,4364,615,13,13,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,434,0,83
1682843434575,179,login-35,200,OK,Thread Group 1-1,text,true,,1203,353,13,13,https://www.google.com/async/newtab_promos,179,0,0
1682843434517,244,login-34,200,OK,Thread Group 1-6,text,true,,38202,520,13,13,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,243,0,0
1682843434556,248,login-32,200,OK,Thread Group 1-9,text,true,,34497,355,13,13,https://www.google.com/async/ddljson?async=ntp%3A2,248,0,0
1682843434584,408,login-33,200,OK,Thread Group 1-7,text,true,,1025,711,14,14,https://www.googleapis.com/oauth2/v4/token,394,0,176
1682843434761,233,login-35,200,OK,Thread Group 1-6,text,true,,1203,353,14,14,https://www.google.com/async/newtab_promos,233,0,0
1682843434588,407,login-33,200,OK,Thread Group 1-8,text,true,,957,711,14,14,https://www.googleapis.com/oauth2/v4/token,407,0,173
1682843434558,437,login-31,200,OK,Thread Group 1-11,text,true,,4364,615,14,14,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,437,0,205
1682843434436,576,login-30,200,OK,Thread Group 1-12,text,true,,1828,492,14,14,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,576,0,329
1682843434568,448,login-35,200,OK,Thread Group 1-4,text,true,,1203,353,14,14,https://www.google.com/async/newtab_promos,448,0,0
1682843434583,433,login-35,200,OK,Thread Group 1-5,text,true,,1203,353,14,14,https://www.google.com/async/newtab_promos,433,0,0
1682843434636,527,login-30,200,OK,Thread Group 1-13,text,true,,1711,492,15,15,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,526,0,348
1682843434996,197,login-32,200,OK,Thread Group 1-11,text,true,,34497,355,15,15,https://www.google.com/async/ddljson?async=ntp%3A2,197,0,0
1682843434993,200,login-34,200,OK,Thread Group 1-7,text,true,,38209,520,15,15,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,200,0,0
1682843434755,447,login-38,200,OK,Thread Group 1-1,text,true,,4249,390,15,15,https://config.extension.grammarly.com/dynamicConfig.json,447,0,241
1682843434752,450,login-38,200,OK,Thread Group 1-2,text,true,,4249,390,15,15,https://config.extension.grammarly.com/dynamicConfig.json,450,0,245
1682843434996,206,login-34,200,OK,Thread Group 1-8,text,true,,38207,520,15,15,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,206,0,0
1682843435017,200,login-38,200,OK,Thread Group 1-4,text,true,,4268,390,15,15,https://config.extension.grammarly.com/dynamicConfig.json,200,0,182
1682843435017,203,login-38,200,OK,Thread Group 1-5,text,true,,4249,390,15,15,https://config.extension.grammarly.com/dynamicConfig.json,202,0,181
1682843434806,531,login-33,200,OK,Thread Group 1-9,text,true,,948,711,16,16,https://www.googleapis.com/oauth2/v4/token,529,0,362
1682843435203,142,login-35,200,OK,Thread Group 1-8,text,true,,1203,353,16,16,https://www.google.com/async/newtab_promos,142,0,0
1682843435203,145,login-40,200,OK,Thread Group 1-2,text,true,,2615,636,16,16,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,145,0,0
1682843435203,149,login-40,200,OK,Thread Group 1-1,text,true,,2615,636,16,16,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,149,0,0
1682843435194,159,login-35,200,OK,Thread Group 1-7,text,true,,1203,353,16,16,https://www.google.com/async/newtab_promos,159,0,0
1682843434752,604,login-32,200,OK,Thread Group 1-10,text,true,,34497,355,16,16,https://www.google.com/async/ddljson?async=ntp%3A2,604,0,0
1682843434314,1048,login-34,200,OK,Thread Group 1-3,text,true,,38204,520,16,16,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,1048,0,0
1682843435354,34,login-38,200,OK,Thread Group 1-7,text,true,,4249,390,16,16,https://config.extension.grammarly.com/dynamicConfig.json,34,0,25
1682843435346,48,login-38,200,OK,Thread Group 1-8,text,true,,4249,390,16,16,https://config.extension.grammarly.com/dynamicConfig.json,48,0,37
1682843435034,387,login-30,200,OK,Thread Group 1-15,text,true,,1873,492,16,16,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,387,0,308
1682843435195,354,login-33,200,OK,Thread Group 1-11,text,true,,1095,711,17,17,https://www.googleapis.com/oauth2/v4/token,354,0,158
1682843435220,328,login-40,200,OK,Thread Group 1-5,text,true,,2615,636,17,17,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,328,0,0
1682843435165,385,login-31,200,OK,Thread Group 1-13,text,true,,4246,615,17,17,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,385,0,181
1682843435218,332,login-40,200,OK,Thread Group 1-4,text,true,,2615,636,17,17,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,332,0,0
1682843435014,539,login-31,200,OK,Thread Group 1-12,text,true,,4257,615,17,17,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,539,0,335
1682843435363,191,login-35,200,OK,Thread Group 1-3,text,true,,1203,353,17,17,https://www.google.com/async/newtab_promos,191,0,0
1682843434834,724,login-30,200,OK,Thread Group 1-14,text,true,,1985,492,17,17,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,723,0,388
1682843435338,227,login-34,200,OK,Thread Group 1-9,text,true,,38196,520,17,17,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,227,0,0
1682843435558,28,login-38,200,OK,Thread Group 1-3,text,true,,4249,390,17,17,https://config.extension.grammarly.com/dynamicConfig.json,28,0,20
1682843435235,578,login-30,200,OK,Thread Group 1-16,text,true,,2098,492,18,18,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,578,0,320
1682843435357,456,login-33,200,OK,Thread Group 1-10,text,true,,929,711,18,18,https://www.googleapis.com/oauth2/v4/token,456,0,197
1682843435551,262,login-39,200,OK,Thread Group 1-5,text,true,,10882,644,18,18,https://config.edge.skype.com/config/v1/Edge/112.0.1722.58?clientId=2836642877014102879&agents=EdgeConfig%2CEdgeDomainActions%2CEdgeFirstRunConfig&osname=win&client=webview&channel=stable&scpfull=0&scpguard=0&scpfre=0&scpver=0&osarch=x86_64&osver=10.0.22621&wu=1&devicefamily=desktop&uma=1&sessionid=0&mngd=0&installdate=1682842446&edu=0&bphint=2&soobedate=1681312687,262,0,31
1682843435566,248,login-35,200,OK,Thread Group 1-9,text,true,,1203,353,18,18,https://www.google.com/async/newtab_promos,248,0,0
1682843435551,263,login-39,200,OK,Thread Group 1-4,text,true,,10902,644,18,18,https://config.edge.skype.com/config/v1/Edge/112.0.1722.58?clientId=2836642877014102879&agents=EdgeConfig%2CEdgeDomainActions%2CEdgeFirstRunConfig&osname=win&client=webview&channel=stable&scpfull=0&scpguard=0&scpfre=0&scpver=0&osarch=x86_64&osver=10.0.22621&wu=1&devicefamily=desktop&uma=1&sessionid=0&mngd=0&installdate=1682842446&edu=0&bphint=2&soobedate=1681312687,263,0,32
1682843435587,230,login-40,200,OK,Thread Group 1-3,text,true,,2615,636,18,18,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,230,0,0
1682843435353,465,login-39,200,OK,Thread Group 1-1,text,true,,10902,644,18,18,https://config.edge.skype.com/config/v1/Edge/112.0.1722.58?clientId=2836642877014102879&agents=EdgeConfig%2CEdgeDomainActions%2CEdgeFirstRunConfig&osname=win&client=webview&channel=stable&scpfull=0&scpguard=0&scpfre=0&scpver=0&osarch=x86_64&osver=10.0.22621&wu=1&devicefamily=desktop&uma=1&sessionid=0&mngd=0&installdate=1682842446&edu=0&bphint=2&soobedate=1681312687,464,0,72
1682843435397,425,login-40,200,OK,Thread Group 1-8,text,true,,2615,636,18,18,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,425,0,0
1682843435389,618,login-40,200,OK,Thread Group 1-7,text,true,,2615,636,19,19,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,618,0,0
1682843435554,460,login-34,200,OK,Thread Group 1-11,text,true,,38208,520,19,19,https://www.google.com/async/newtab_ogb?hl=en-US&async=fixed%3A0,460,0,0
1682843435423,593,login-31,200,OK,Thread Group 1-15,text,true,,4246,615,19,19,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,593,0,208
1682843435559,458,login-31,200,OK,Thread Group 1-14,text,true,,4246,615,19,19,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,458,0,261
1682843435815,203,login-36,200,OK,Thread Group 1-4,text,true,,2441,635,19,19,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=w&oit=1&cp=1&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,203,0,0
1682843435815,210,login-36,200,OK,Thread Group 1-5,text,true,,2441,635,19,19,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=w&oit=1&cp=1&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,210,0,0
1682843435818,226,login-36,200,OK,Thread Group 1-1,text,true,,2441,635,20,20,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=w&oit=1&cp=1&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,226,0,0
1682843436014,195,login-35,200,OK,Thread Group 1-11,text,true,,1203,353,20,20,https://www.google.com/async/newtab_promos,195,0,0
1682843436018,191,login-41,200,OK,Thread Group 1-4,text,true,,1940,637,20,20,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=www&oit=1&cp=3&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,191,0,0
1682843435636,574,login-30,200,OK,Thread Group 1-18,text,true,,1719,492,20,20,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,574,0,387
1682843436025,187,login-41,200,OK,Thread Group 1-5,text,true,,1938,637,20,20,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=www&oit=1&cp=3&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,187,0,0
1682843436017,232,login-32,200,OK,Thread Group 1-15,text,true,,34497,355,21,21,https://www.google.com/async/ddljson?async=ntp%3A2,232,0,0
1682843435553,870,login-32,200,OK,Thread Group 1-12,text,true,,34497,355,21,21,https://www.google.com/async/ddljson?async=ntp%3A2,870,0,0
1682843436020,403,login-32,200,OK,Thread Group 1-14,text,true,,34497,355,21,21,https://www.google.com/async/ddljson?async=ntp%3A2,403,0,0
1682843436045,379,login-41,200,OK,Thread Group 1-1,text,true,,1938,637,21,21,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=www&oit=1&cp=3&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,379,0,0
1682843435350,1074,login-39,200,OK,Thread Group 1-2,text,true,,10882,644,21,21,https://config.edge.skype.com/config/v1/Edge/112.0.1722.58?clientId=2836642877014102879&agents=EdgeConfig%2CEdgeDomainActions%2CEdgeFirstRunConfig&osname=win&client=webview&channel=stable&scpfull=0&scpguard=0&scpfre=0&scpver=0&osarch=x86_64&osver=10.0.22621&wu=1&devicefamily=desktop&uma=1&sessionid=0&mngd=0&installdate=1682842446&edu=0&bphint=2&soobedate=1681312687,1073,0,72
1682843435435,990,login-30,200,OK,Thread Group 1-17,text,true,,1837,492,21,21,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,990,0,801
1682843435815,610,login-31,200,OK,Thread Group 1-16,text,true,,9922,615,21,21,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,610,0,393
1682843435835,592,login-30,200,OK,Thread Group 1-19,text,true,,1837,492,21,21,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,592,0,374
1682843435819,608,login-39,200,OK,Thread Group 1-3,text,true,,10882,644,21,21,https://config.edge.skype.com/config/v1/Edge/112.0.1722.58?clientId=2836642877014102879&agents=EdgeConfig%2CEdgeDomainActions%2CEdgeFirstRunConfig&osname=win&client=webview&channel=stable&scpfull=0&scpguard=0&scpfre=0&scpver=0&osarch=x86_64&osver=10.0.22621&wu=1&devicefamily=desktop&uma=1&sessionid=0&mngd=0&installdate=1682842446&edu=0&bphint=2&soobedate=1681312687,608,0,399
1682843434995,1432,login-38,200,OK,Thread Group 1-6,text,true,,4249,390,21,21,https://config.extension.grammarly.com/dynamicConfig.json,1428,0,1225
1682843435550,893,login-32,200,OK,Thread Group 1-13,text,true,,34497,355,22,22,https://www.google.com/async/ddljson?async=ntp%3A2,892,0,0
1682843436211,232,login-38,200,OK,Thread Group 1-11,text,true,,4268,390,22,22,https://config.extension.grammarly.com/dynamicConfig.json,232,0,219
1682843435823,742,login-39,200,OK,Thread Group 1-8,text,true,,10882,644,22,22,https://config.edge.skype.com/config/v1/Edge/112.0.1722.58?clientId=2836642877014102879&agents=EdgeConfig%2CEdgeDomainActions%2CEdgeFirstRunConfig&osname=win&client=webview&channel=stable&scpfull=0&scpguard=0&scpfre=0&scpver=0&osarch=x86_64&osver=10.0.22621&wu=1&devicefamily=desktop&uma=1&sessionid=0&mngd=0&installdate=1682842446&edu=0&bphint=2&soobedate=1681312687,742,0,385
1682843436444,128,login-40,200,OK,Thread Group 1-11,text,true,,2615,636,22,22,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,128,0,0
1682843436429,143,login-40,200,OK,Thread Group 1-6,text,true,,2615,636,22,22,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=ww&oit=1&cp=2&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,143,0,0
1682843436426,237,login-33,200,OK,Thread Group 1-12,text,true,,1121,711,23,23,https://www.googleapis.com/oauth2/v4/token,237,0,147
1682843436426,245,login-32,200,OK,Thread Group 1-16,text,true,,34497,355,23,23,https://www.google.com/async/ddljson?async=ntp%3A2,245,0,0
1682843436425,247,login-33,200,OK,Thread Group 1-14,text,true,,975,711,23,23,https://www.googleapis.com/oauth2/v4/token,247,0,150
1682843436251,423,login-33,200,OK,Thread Group 1-15,text,true,,1057,711,23,23,https://www.googleapis.com/oauth2/v4/token,423,0,321
1682843436428,246,login-31,200,OK,Thread Group 1-19,text,true,,9922,615,23,23,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,246,0,146
1682843436426,255,login-31,200,OK,Thread Group 1-17,text,true,,9922,615,23,23,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,255,0,147
1682843436566,116,login-36,200,OK,Thread Group 1-8,text,true,,2441,635,23,23,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=w&oit=1&cp=1&pgcl=7&gs_rn=42&psi=_0PZZKKH6kyJVOcM&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,116,0,0
1682843436009,692,login-39,200,OK,Thread Group 1-7,text,true,,10882,644,23,23,https://config.edge.skype.com/config/v1/Edge/112.0.1722.58?clientId=2836642877014102879&agents=EdgeConfig%2CEdgeDomainActions%2CEdgeFirstRunConfig&osname=win&client=webview&channel=stable&scpfull=0&scpguard=0&scpfre=0&scpver=0&osarch=x86_64&osver=10.0.22621&wu=1&devicefamily=desktop&uma=1&sessionid=0&mngd=0&installdate=1682842446&edu=0&bphint=2&soobedate=1681312687,692,0,421
1682843436211,491,login-31,200,OK,Thread Group 1-18,text,true,,9922,615,23,23,https://www.google.com/complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,491,0,356
1682843436234,469,login-30,200,OK,Thread Group 1-21,text,true,,1821,492,23,23,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,469,0,335
